time,distance,health,x,y,z,holdout,holdout_time,police,camera_position_error,camera_angle_error,drift
14.00565,-1,11330,240,0.145,239.2947,True,4.880237,3,0,0,0
14.50515,-1,11330,240,0.145,239.2947,True,5.379745,4,0,0,0
15.00602,-1,11330,240,0.145,239.2947,True,5.880615,4,0,0,0
15.50149,-1,11330,240,0.145,239.2947,True,6.37608,5,0,0,0
16.00794,-1,11330,240,0.145,239.2947,True,6.882531,5,0,0,0
16.51056,-1,11330,240,0.145,239.2947,True,7.385147,6,0,0,0
17.00935,-1,11330,240,0.145,239.2947,True,7.883934,6,0,0,0
17.51837,-1,11330,240,0.145,239.2947,True,8.392958,7,0,0,0
18.00003,-1,11330,240,0.145,239.2947,True,8.874616,7,0,0,0
18.51939,-1,11330,240,0.145,239.2947,True,9.393976,8,0,0,0
19.01115,-1,11330,240,0.145,239.2947,True,9.885738,8,0,0,0
19.50753,-1,11330,240,0.145,239.2947,True,10.38212,9,0,0,0
20.00784,-1,11330,240,0.145,239.2947,True,10.88243,9,0,0,0
20.50154,-1,11330,240,0.145,239.2947,True,11.37613,10,0,0,0
21.00656,-1,11330,240,0.145,239.2947,True,11.88115,10,0,0,0
21.51498,-1,11330,240,0.145,239.2947,True,12.38956,10,0,0,0
22.01009,-1,11330,240,0.145,239.2947,True,12.88467,11,0,0,0
22.52255,-1,11330,240,0.145,239.2947,True,13.39714,11,0,0,0
23.01221,-1,11330,240,0.145,239.2947,True,13.88679,12,0,0,0
23.50299,-1,11330,240,0.145,239.2947,True,14.37758,12,0,0,0
24.01227,-1,11330,240,0.145,239.2947,True,14.88685,13,0,0,0
24.51611,-1,11330,240,0.145,239.2947,True,15.39071,13,0,0,0
25.01389,-1,11330,240,0.145,239.2947,True,15.88847,14,0,0,0
25.50108,-1,11330,240,0.145,239.2947,True,16.37566,14,0,0,0
26.00776,-1,11330,240,0.145,239.2947,True,16.88234,15,0,0,0
26.50062,-1,11330,240,0.145,239.2947,True,17.3752,15,0,0,0
27.00665,-1,11330,240,0.145,239.2947,True,17.88124,16,0,0,0
27.50212,-1,11330,240,0.145,239.2947,True,18.37671,16,0,0,0
28.01664,-1,11330,240,0.145,239.2947,True,18.89123,17,0,0,0
28.5058,-1,11330,240,0.145,239.2947,True,19.3804,17,0,0,0
29.00428,-1,11330,240,0.145,239.2947,True,19.87888,18,0,0,0
29.5209,-1,11330,240,0.145,239.2947,True,20.3955,18,0,0,0
30.01205,-1,11330,240,0.145,239.2947,True,20.88666,18,0,0,0
30.51939,-1,11330,240,0.145,239.2947,True,21.39399,19,0,0,0
31.01855,-1,11330,240,0.145,239.2947,True,21.89315,20,0,0,0
31.50972,-1,11330,240,0.145,239.2947,True,22.38433,20,0,0,0
32.00479,-1,11330,240,0.145,239.2947,True,22.8794,21,0,0,0
32.52737,-1,11330,240,0.145,239.2947,True,23.40197,22,0,0,0
33.00114,-1,11330,240,0.145,239.2947,True,23.87573,22,0,0,0
33.5123,-1,11330,240,0.145,239.2947,True,24.38689,23,0,0,0
34.0153,-1,11330,240,0.145,239.2947,True,24.88989,24,0,0,0
34.50211,-1,11330,240,0.145,239.2947,True,25.3767,24,0,0,0
35.00135,-1,10786,240,0.145,239.2947,True,25.87594,25,0,0,0
35.50088,-1,10786,240,0.145,239.2947,True,26.37547,25,0,0,0
36.01415,-1,10710,240,0.145,239.2947,True,26.88874,26,0,0,0
36.51004,-1,10710,240,0.145,239.2947,True,27.38463,27,0,0,0
37.01049,-1,10478,240,0.145,239.2947,True,27.88507,27,0,0,0
37.50184,-1,10246,240,0.145,239.2947,True,28.37642,27,0,0,0
38.01943,-1,10246,240,0.145,239.2947,True,28.89401,27,0,0,0
38.51521,-1,10014,240,0.145,239.2947,True,29.38979,27,0,0,0
39.00253,-1,10014,240,0.145,239.2947,True,29.8771,27,0,0,0
39.5071,-1,11297.6,240,0.145,242.2588,False,30,27,0,0,0
40.00418,-1,11297.6,240,0.145,246.1589,False,30,27,0,0,0
40.51028,-1,11297.6,240,0.145,250.0591,False,30,27,0,0,0
41.01807,-1,11297.6,240,0.145,253.9592,False,30,27,0,0,0
41.51247,-1,11297.6,240,0.145,257.8594,False,30,27,0,0,0
42.02332,-1,11297.6,240,0.145,261.9155,False,30,27,0,0,0
42.52359,-1,11297.6,240,0.12,265.8157,False,30,27,0,0,0
43.00296,-1,11297.6,240,0.12,269.5598,False,30,27,0,0,0
43.50818,-1,11297.6,240,0.12,273.46,False,30,27,0,0,0
