PLAYER	(27.09, 0.12, -115.11)	(-1.00, 0.00, 0.00)
ROADS
Prop_040_STAGE01_NRY_DCR_030_Fish_scrap_floor_scatter_X+03_Z-341	(1.15, -2.00, -76.33)	(270.00, 0.00, 0.00)	(100.00, 100.00, 100.00)	(1.15, -1.93, -76.32)	(0.88, 0.15, 0.83)		(0.00, 0.00, 0.00)
Prop_040_STAGE01_NRY_DCR_030_Fish_scrap_floor_scatter_X-119_Z-388	(-26.31, -2.00, -86.90)	(270.00, 0.00, 0.00)	(100.00, 100.00, 100.00)	(-26.31, -1.93, -86.90)	(0.88, 0.15, 0.83)		(0.00, 0.00, 0.00)
SR18_Route_Shop_001	(-19.15, 0.00, -56.57)	(270.00, 90.00, 0.00)	(420.00, 420.00, 420.00)	(-19.16, 3.78, -56.57)	(7.25, 7.56, 11.47)		(0.00, 0.00, 0.00)
SR18_Route_Shop_005	(-2.75, 0.00, -56.57)	(270.00, 270.00, 0.00)	(420.00, 420.00, 420.00)	(-2.73, 3.78, -56.57)	(7.25, 7.56, 11.47)		(0.00, 0.00, 0.00)
SR18_Route_Quay_005	(-2.06, -7.20, -56.57)	(270.00, 90.00, 0.00)	(6763.92, 7126.16, 80850.00)	(-2.06, -3.16, -56.57)	(9.00, 8.09, 12.20)		(0.00, 0.00, 0.00)
SR18_Route_Shop_009	(-18.92, 0.00, -101.26)	(270.00, 90.00, 0.00)	(420.00, 420.00, 420.00)	(-18.93, 3.78, -101.26)	(7.25, 7.56, 11.47)		(0.00, 0.00, 0.00)
SR18_Route_Quay_009	(-19.61, -7.20, -101.26)	(270.00, 90.00, 0.00)	(6763.92, 7126.16, 80850.00)	(-19.61, -3.16, -101.26)	(9.00, 8.09, 12.20)		(0.00, 0.00, 0.00)
SR18_Route_Shop_010	(-18.99, 0.00, -89.00)	(270.00, 90.00, 0.00)	(440.00, 410.00, 410.00)	(-19.01, 4.10, -89.16)	(7.41, 8.20, 11.82)		(0.00, 0.00, 0.00)
SR18_Route_Quay_010	(-19.61, -7.20, -89.16)	(270.00, 90.00, 0.00)	(6763.92, 7126.16, 80850.00)	(-19.61, -3.16, -89.16)	(9.00, 8.09, 12.20)		(0.00, 0.00, 0.00)
SR18_Route_Shop_011	(-2.52, 0.00, -101.26)	(270.00, 270.00, 0.00)	(420.00, 420.00, 420.00)	(-2.51, 3.78, -101.26)	(7.25, 7.56, 11.47)		(0.00, 0.00, 0.00)
SR18_Route_Quay_011	(-1.84, -7.20, -101.26)	(270.00, 90.00, 0.00)	(6763.92, 7126.16, 80850.00)	(-1.84, -3.16, -101.26)	(9.00, 8.09, 12.20)		(0.00, 0.00, 0.00)
SR18_Route_Shop_012	(-2.45, 0.00, -89.32)	(270.00, 270.00, 0.00)	(440.00, 410.00, 410.00)	(-2.43, 4.10, -89.16)	(7.41, 8.20, 11.82)		(0.00, 0.00, 0.00)
SR18_Route_Quay_012	(-1.84, -7.20, -89.16)	(270.00, 90.00, 0.00)	(6763.92, 7126.16, 80850.00)	(-1.84, -3.16, -89.16)	(9.00, 8.09, 12.20)		(0.00, 0.00, 0.00)
SR18_Route_Shop_033	(8.56, 0.00, -106.95)	(270.00, 180.00, 0.00)	(780.00, 800.00, 840.00)	(8.60, 4.20, -106.99)	(11.27, 8.40, 6.93)		(0.00, 0.00, 0.00)
SR18_Route_Quay_033	(8.60, -7.20, -106.15)	(270.00, 180.00, 0.00)	(6763.92, 7126.16, 80850.03)	(8.60, -3.16, -106.15)	(12.20, 8.09, 9.00)		(0.00, 0.00, 0.00)
SR18_Route_Shop_034	(20.70, 0.00, -106.83)	(270.00, 180.00, 0.00)	(420.00, 420.00, 420.00)	(20.70, 3.78, -106.82)	(11.47, 7.56, 7.25)		(0.00, 0.00, 0.00)
SR18_Route_Quay_034	(20.70, -7.20, -106.15)	(270.00, 180.00, 0.00)	(6763.92, 7126.16, 80850.03)	(20.70, -3.16, -106.15)	(12.20, 8.09, 9.00)		(0.00, 0.00, 0.00)
SR18_Route_Shop_035	(-3.66, 0.00, -123.30)	(270.00, 0.00, 0.00)	(440.00, 410.00, 410.00)	(-3.50, 4.10, -123.32)	(11.82, 8.20, 7.41)		(0.00, 0.00, 0.00)
SR18_Route_Quay_035	(-3.50, -7.20, -123.92)	(270.00, 180.00, 0.00)	(6763.92, 7126.16, 80850.03)	(-3.50, -3.16, -123.92)	(12.20, 8.09, 9.00)		(0.00, 0.00, 0.00)
SR18_Route_Shop_036	(8.63, 0.00, -123.12)	(270.00, 0.00, 0.00)	(780.00, 800.00, 840.00)	(8.60, 4.20, -123.08)	(11.27, 8.40, 6.93)		(0.00, 0.00, 0.00)
SR18_Route_Quay_036	(8.60, -7.20, -123.92)	(270.00, 180.00, 0.00)	(6763.92, 7126.16, 80850.03)	(8.60, -3.16, -123.92)	(12.20, 8.09, 9.00)		(0.00, 0.00, 0.00)
SR18_Route_Shop_037	(20.70, 0.00, -123.23)	(270.00, 0.00, 0.00)	(420.00, 420.00, 420.00)	(20.70, 3.78, -123.24)	(11.47, 7.56, 7.25)		(0.00, 0.00, 0.00)
SR18_Route_Quay_037	(20.70, -7.20, -123.92)	(270.00, 180.00, 0.00)	(6763.92, 7126.16, 80850.03)	(20.70, -3.16, -123.92)	(12.20, 8.09, 9.00)		(0.00, 0.00, 0.00)
SR18_Slope_02_Level	(-22.00, 12.00, -77.75)	(0.00, 90.00, 0.00)	(1.00, 1.00, 1.00)	(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00)
SR18_L_E01_Activation	(-11.84, 0.12, -86.75)	(0.00, 0.12, 0.00)	(2.20, 1.00, 1.50)	(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00)
SR18_L_E14_Activation	(-0.42, 12.10, -77.75)	(0.00, 90.00, 0.00)	(2.20, 1.00, 1.50)	(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00)
SR18_L_G14_T169_Light	(52.07, 12.69, -78.55)	(0.00, 90.00, 0.00)	(1.00, 1.00, 1.00)	(52.08, 15.34, -78.56)	(1.70, 6.59, 3.06)		(0.00, 0.00, 0.00)
SR18_L_E15_Activation	(68.57, 12.08, -77.75)	(0.00, 90.00, 0.00)	(2.20, 1.00, 1.50)	(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00)
SR18_L_G01_T013_Bucket	(-11.44, 0.58, -38.75)	(0.00, 0.12, 0.00)	(1.00, 1.00, 1.00)	(-11.76, 0.10, -50.75)	(1.40, 1.40, 1.33)		(0.00, 0.00, 0.00)
SR18_L_G04_T049_Bucket	(175.70, 0.47, 54.35)	(0.00, 270.00, 0.00)	(1.00, 1.00, 1.00)	(175.70, 0.11, 52.45)	(1.33, 1.40, 1.40)		(0.00, 0.00, 0.00)
SR18_L_G07_T085_Bucket	(125.11, 0.58, -203.70)	(0.00, 180.03, 0.00)	(1.00, 1.00, 1.00)	(123.22, 0.11, -191.70)	(1.40, 1.40, 1.33)		(0.00, 0.00, 0.00)
SR18_L_G13_T157_Bucket	(-51.00, 2.24, -76.95)	(0.00, 90.00, 0.00)	(1.00, 1.00, 1.00)	(-53.50, 0.92, -76.95)	(1.33, 1.40, 1.40)		(0.00, 0.00, 0.00)
SR18_L_G15_T181_Bucket	(155.56, 5.45, -76.95)	(0.00, 90.00, 0.00)	(1.00, 1.00, 1.00)	(153.06, 5.83, -76.95)	(1.33, 1.40, 1.40)		(0.00, 0.00, 0.00)
SR18_L_G22_T265_Bucket	(347.32, 9.25, 136.80)	(0.00, 270.00, 0.00)	(1.00, 1.00, 1.00)	(349.82, 7.92, 136.80)	(1.33, 1.40, 1.40)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_002	(-19.16, 0.00, -57.62)	(281.00, 180.00, 270.00)	(197.95, 197.95, 197.95)	(-19.16, 0.24, -57.67)	(0.75, 0.68, 1.08)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_003	(-2.73, 0.00, -57.72)	(277.00, 180.00, 90.00)	(62.09, 62.09, 62.09)	(-2.74, 0.46, -57.78)	(0.85, 1.09, 1.45)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_004	(-2.73, 0.00, -55.52)	(281.00, 0.00, 270.00)	(85.42, 85.42, 85.42)	(-2.73, 0.21, -55.48)	(0.77, 0.61, 1.06)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_005	(-18.93, 0.00, -100.11)	(277.00, 0.00, 90.00)	(240.62, 240.62, 240.62)	(-18.93, 0.30, -100.08)	(1.03, 0.76, 1.41)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_006	(-18.93, 0.00, -102.31)	(281.00, 180.00, 270.00)	(197.95, 197.95, 197.95)	(-18.93, 0.24, -102.36)	(0.75, 0.68, 1.08)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_017	(9.75, 0.00, -106.99)	(277.00, 90.00, 90.00)	(240.62, 240.62, 240.62)	(9.79, 0.30, -106.99)	(1.41, 0.76, 1.03)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_018	(7.55, 0.00, -106.99)	(281.00, 270.00, 270.00)	(197.95, 197.95, 197.95)	(7.50, 0.24, -106.99)	(1.08, 0.68, 0.75)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_019	(19.55, 0.00, -123.24)	(277.00, 270.00, 90.00)	(62.09, 62.09, 62.09)	(19.49, 0.46, -123.24)	(1.45, 1.09, 0.85)		(0.00, 0.00, 0.00)
SR18_Polish_MarketDetail_020	(21.75, 0.00, -123.24)	(281.00, 90.00, 270.00)	(85.42, 85.42, 85.42)	(21.79, 0.21, -123.24)	(1.06, 0.61, 0.77)		(0.00, 0.00, 0.00)
SR18_L_E01_Activation_Right	(-9.64, 0.12, -86.75)	(0.00, 0.12, 0.00)	(2.20, 1.00, 1.50)	(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00)
SR18_L_E14_Activation_Right	(-0.42, 12.10, -77.75)	(0.00, 90.00, 0.00)	(2.20, 1.00, 1.50)	(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00)
SR18_L_E15_Activation_Right	(68.57, 12.08, -77.75)	(0.00, 90.00, 0.00)	(2.20, 1.00, 1.50)	(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00)
ENEMIES
SR18_L_E14_T165_Enemy_OldMan_Right	(17.58, 12.12, -78.85)	(0.00, 90.00, 0.00)	(1.69, 1.69, 1.69)	(17.56, 13.50, -78.59)	(3.57, 3.79, 3.30)	AttackLoop	(0.00, 0.00, 0.00)
SR18_L_E14_T165_Enemy_OldMan	(17.58, 12.12, -76.65)	(0.00, 90.00, 0.00)	(1.69, 1.69, 1.69)	(17.56, 13.50, -76.39)	(3.57, 3.79, 3.30)	AttackLoop	(0.00, 0.00, 0.00)
SR18_L_E01_T005_Enemy_OldMan_Right	(-9.64, 0.12, -86.75)	(0.00, 0.12, 0.00)	(1.69, 1.69, 1.69)	(-9.90, 1.50, -86.77)	(3.30, 3.79, 3.57)	AttackOnce	(0.00, 0.00, 0.00)
SR18_L_E01_T005_Enemy_OldMan	(-11.84, 0.12, -86.75)	(0.00, 0.12, 0.00)	(1.69, 1.69, 1.69)	(-12.10, 1.50, -86.77)	(3.30, 3.79, 3.57)	AttackOnce	(0.00, 0.00, 0.00)
SR18_L_E15_T173_Enemy_YllowMan_Sword_Right	(82.57, 12.12, -78.85)	(0.00, 90.00, 0.00)	(1.69, 1.69, 1.69)	(82.45, 13.35, -78.83)	(3.07, 3.79, 2.86)	PatrolBetweenStartAndTarget	(90.57, 12.12, -78.85)
SR18_L_E15_T173_Enemy_YllowMan_Sword	(82.57, 12.12, -76.65)	(0.00, 90.00, 0.00)	(1.69, 1.69, 1.69)	(82.45, 13.35, -76.63)	(3.07, 3.79, 2.86)	PatrolBetweenStartAndTarget	(90.57, 12.12, -76.65)
SR18_L_E13_T149_Enemy_OldMan_Right	(-65.90, 0.12, -131.15)	(0.00, 0.00, 0.00)	(1.69, 1.69, 1.69)	(-66.16, 1.50, -131.17)	(3.30, 3.79, 3.57)	AttackLoop	(0.00, 0.00, 0.00)
SR18_L_E13_T149_Enemy_OldMan	(-68.10, 0.12, -131.15)	(0.00, 0.00, 0.00)	(1.69, 1.69, 1.69)	(-68.36, 1.50, -131.17)	(3.30, 3.79, 3.57)	AttackLoop	(0.00, 0.00, 0.00)
SR18_L_E07_T077_Enemy_YllowMan_Sword_Right	(123.24, 0.10, -130.72)	(0.00, 180.03, 0.00)	(1.69, 1.69, 1.69)	(123.27, 1.33, -130.59)	(2.86, 3.79, 3.07)	PatrolBetweenStartAndTarget	(123.24, 0.08, -138.72)
SR18_L_E07_T077_Enemy_YllowMan_Sword	(125.44, 0.10, -130.72)	(0.00, 180.03, 0.00)	(1.69, 1.69, 1.69)	(125.47, 1.33, -130.59)	(2.86, 3.79, 3.07)	PatrolBetweenStartAndTarget	(125.44, 0.10, -138.72)
SR18_L_E02_T017_Enemy_OldMan_Right	(17.43, 0.11, -8.30)	(0.00, 90.00, 0.00)	(1.69, 1.69, 1.69)	(17.30, 1.34, -8.28)	(3.07, 3.79, 2.86)	AttackLoop	(0.00, 0.00, 0.00)
SR18_L_E02_T017_Enemy_OldMan	(17.43, 0.11, -6.10)	(0.00, 90.00, 0.00)	(1.69, 1.69, 1.69)	(17.40, 1.49, -5.84)	(3.57, 3.79, 3.30)	AttackLoop	(0.00, 0.00, 0.00)
